player_name,bid_no,team,bid_amount,status,year
Aaron Hardie,1,PBKS,12500000,SOLD,2025
Abdul Basith,1,Rajasthan Royals,2000000,SOLD,2023
Abdul Samad,1,LSG,3000000,,2025
Abdul Samad,3,LSG,38000000,,2025
Abdul Samad,5,LSG,42000000,,2025
Abdul Samad,2,PBKS,36000000,,2025
Abdul Samad,4,PBKS,40000000,,2025
Abdul Samad,6,SRH,20202000000,,2025
Abdul Samad,7,SRH,20212000000,,2025
Abdul Samad,8,SRH,2.0224E+11,,2025
Abdul Samad,9,SRH,2.0234E+11,,2025
Abdul Samad,10,SRH,2.0244E+11,SOLD,2025
Abhinandan Singh,1,RCB,3000000,SOLD,2025
Abhinav Manohar,2,CSK,26000000,,2025
Abhinav Manohar,6,GT,2.02226E+11,,2025
Abhinav Manohar,7,GT,2.02326E+11,,2025
Abhinav Manohar,8,GT,2.02426E+11,SOLD,2025
Abhinav Manohar,4,KKR,30000000,,2025
Abhinav Manohar,1,SRH,3000000,,2025
Abhinav Manohar,3,SRH,28000000,,2025
Abhinav Manohar,5,SRH,32000000,,2025
Abid Mushtaq,1,RR,2000000,SOLD,2024
Adam Zampa,4,RCB,2.02015E+11,,2025
Adam Zampa,5,RCB,2.02115E+11,SOLD,2025
Adam Zampa,2,RR,22000000,,2025
Adam Zampa,1,SRH,20000000,,2025
Adam Zampa,3,SRH,24000000,,2025
Adam Zampa,1,Rajasthan Royals,15000000,SOLD,2023
Adil Rashid,1,Sunrisers Hyderabad,20000000,SOLD,2023
Aiden Markram,1,LSG,20000000,,2025
Aiden Markram,2,SRH,2.02226E+11,,2025
Aiden Markram,3,SRH,2.02326E+11,,2025
Aiden Markram,4,SRH,2.02426E+11,SOLD,2025
Ajay Jadav Mandal,1,DC,3000000,SOLD,2025
Ajay Jadav Mandal,1,Chennai Super Kings,2000000,SOLD,2023
Ajinkya Rahane,2,CSK,20235000000,,2025
Ajinkya Rahane,3,CSK,20245000000,,2025
Ajinkya Rahane,8,DC,2.0204E+11,,2025
Ajinkya Rahane,9,DC,2.0214E+11,SOLD,2025
Ajinkya Rahane,1,KKR,15000000,,2025
Ajinkya Rahane,4,RR,2.01475E+11,,2025
Ajinkya Rahane,5,RR,2.01575E+11,,2025
Ajinkya Rahane,6,RR,2.0184E+11,,2025
Ajinkya Rahane,7,RR,2.0194E+11,,2025
Ajinkya Rahane,1,Chennai Super Kings,5000000,SOLD,2023
Akash Deep,1,LSG,10000000,,2025
Akash Deep,3,LSG,75000000,,2025
Akash Deep,5,LSG,80000000,,2025
Akash Deep,2,PBKS,72500000,,2025
Akash Deep,4,PBKS,77500000,,2025
Akash Deep,6,RCB,20222000000,,2025
Akash Deep,7,RCB,20232000000,,2025
Akash Deep,8,RCB,20242000000,SOLD,2025
Akash Madhwal,6,MI,20232000000,,2025
Akash Madhwal,7,MI,20242000000,SOLD,2025
Akash Madhwal,2,PBKS,9500000,,2025
Akash Madhwal,4,PBKS,11000000,,2025
Akash Madhwal,1,RR,3000000,,2025
Akash Madhwal,3,RR,10000000,,2025
Akash Madhwal,5,RR,12000000,,2025
Akash Maharaj Singh,1,SRH,2000000,SOLD,2024
Akash Singh,1,LSG,3000000,SOLD,2025
Akash Vashist,1,Rajasthan Royals,2000000,SOLD,2023
Akeal Hosein,1,Sunrisers Hyderabad,10000000,SOLD,2023
Allah Ghazanfar,2,KKR,42000000,,2025
Allah Ghazanfar,4,KKR,46000000,,2025
Allah Ghazanfar,1,MI,7500000,,2025
Allah Ghazanfar,3,MI,44000000,,2025
Allah Ghazanfar,5,MI,48000000,SOLD,2025
Alzarri Joseph,10,DC,19000000,,2024
Alzarri Joseph,34,DC,66000000,,2024
Alzarri Joseph,26,DC,50000000,,2024
Alzarri Joseph,20,DC,38000000,,2024
Alzarri Joseph,12,DC,22000000,,2024
Alzarri Joseph,28,DC,54000000,,2024
Alzarri Joseph,30,DC,58000000,,2024
Alzarri Joseph,14,DC,26000000,,2024
Alzarri Joseph,24,DC,46000000,,2024
Alzarri Joseph,4,DC,13000000,,2024
Alzarri Joseph,6,DC,15000000,,2024
Alzarri Joseph,32,DC,62000000,,2024
Alzarri Joseph,16,DC,30000000,,2024
Alzarri Joseph,22,DC,42000000,,2024
Alzarri Joseph,8,DC,17000000,,2024
Alzarri Joseph,2,DC,11000000,,2024
Alzarri Joseph,18,DC,34000000,,2024
Alzarri Joseph,15,CSK,28000000,,2024
Alzarri Joseph,13,CSK,24000000,,2024
Alzarri Joseph,5,CSK,14000000,,2024
Alzarri Joseph,1,CSK,10000000,,2024
Alzarri Joseph,7,CSK,16000000,,2024
Alzarri Joseph,11,CSK,20000000,,2024
Alzarri Joseph,3,CSK,12000000,,2024
Alzarri Joseph,9,CSK,18000000,,2024
Alzarri Joseph,44,LSG,86000000,,2024
Alzarri Joseph,48,LSG,94000000,,2024
Alzarri Joseph,38,LSG,74000000,,2024
Alzarri Joseph,29,LSG,56000000,,2024
Alzarri Joseph,36,LSG,70000000,,2024
Alzarri Joseph,19,LSG,36000000,,2024
Alzarri Joseph,33,LSG,64000000,,2024
Alzarri Joseph,56,LSG,112500000,,2024
Alzarri Joseph,25,LSG,48000000,,2024
Alzarri Joseph,50,LSG,98000000,,2024
Alzarri Joseph,42,LSG,82000000,,2024
Alzarri Joseph,31,LSG,60000000,,2024
Alzarri Joseph,40,LSG,78000000,,2024
Alzarri Joseph,23,LSG,44000000,,2024
Alzarri Joseph,17,LSG,32000000,,2024
Alzarri Joseph,21,LSG,40000000,,2024
Alzarri Joseph,46,LSG,90000000,,2024
Alzarri Joseph,54,LSG,107500000,,2024
Alzarri Joseph,27,LSG,52000000,,2024
Alzarri Joseph,52,LSG,102500000,,2024
Alzarri Joseph,55,RCB,110000000,,2024
Alzarri Joseph,51,RCB,100000000,,2024
Alzarri Joseph,43,RCB,84000000,,2024
Alzarri Joseph,53,RCB,105000000,,2024
Alzarri Joseph,37,RCB,72000000,,2024
Alzarri Joseph,57,RCB,115000000,SOLD,2024
Alzarri Joseph,39,RCB,76000000,,2024
Alzarri Joseph,35,RCB,68000000,,2024
Alzarri Joseph,45,RCB,88000000,,2024
Alzarri Joseph,47,RCB,92000000,,2024
Alzarri Joseph,49,RCB,96000000,,2024
Alzarri Joseph,41,RCB,80000000,,2024
Amit Mishra,1,Lucknow Super Giants,5000000,SOLD,2023
Andre Siddarth C,1,CSK,3000000,SOLD,2025
Angkrish Raghuvanshi,2,CSK,24000000,,2025
Angkrish Raghuvanshi,4,CSK,28000000,,2025
Angkrish Raghuvanshi,1,KKR,3000000,,2025
Angkrish Raghuvanshi,3,KKR,26000000,,2025
Angkrish Raghuvanshi,5,KKR,30000000,SOLD,2025
Angkrish Raghuvanshi,1,KKR,2000000,SOLD,2024
Aniket Verma,1,SRH,3000000,SOLD,2025
Anmolpreet Singh,1,Sunrisers Hyderabad,2000000,SOLD,2023
Anrich Nortje,6,DC,20205000000,,2025
Anrich Nortje,7,DC,20215000000,,2025
Anrich Nortje,8,DC,2.02265E+11,,2025
Anrich Nortje,9,DC,2.02365E+11,,2025
Anrich Nortje,10,DC,2.02465E+11,SOLD,2025
Anrich Nortje,1,KKR,20000000,,2025
Anrich Nortje,3,KKR,60000000,,2025
Anrich Nortje,5,KKR,65000000,,2025
Anrich Nortje,2,LSG,57500000,,2025
Anrich Nortje,4,LSG,62500000,,2025
Anshul Kamboj,1,CSK,3000000,,2025
Anshul Kamboj,3,CSK,30000000,,2025
Anshul Kamboj,5,CSK,34000000,SOLD,2025
Anshul Kamboj,2,MI,28000000,,2025
Anshul Kamboj,4,MI,32000000,,2025
Anshul Kamboj,1,MI,2000000,SOLD,2024
Anuj Rawat,1,GT,3000000,,2025
Anuj Rawat,4,RCB,2.02234E+11,,2025
Anuj Rawat,5,RCB,2.02334E+11,,2025
Anuj Rawat,6,RCB,2.02434E+11,SOLD,2025
Anuj Rawat,2,RR,20208000000,,2025
Anuj Rawat,3,RR,20218000000,,2025
Anukul Roy,2,DC,3500000,,2025
Anukul Roy,1,KKR,3000000,,2025
Anukul Roy,3,KKR,4000000,,2025
Anukul Roy,8,KKR,20222000000,,2025
Anukul Roy,9,KKR,20232000000,,2025
Anukul Roy,11,KKR,20242000000,SOLD,2025
Anukul Roy,4,MI,20182000000,,2025
Anukul Roy,5,MI,20192000000,,2025
Anukul Roy,6,MI,20202000000,,2025
Anukul Roy,7,MI,20212000000,,2025
Anukul Roy,10,MI,20242000000,,2025
Aravelly Avanish,1,CSK,2000000,SOLD,2024
Arjun Tendulkar,1,MI,3000000,,2025
Arjun Tendulkar,2,MI,20202000000,,2025
Arjun Tendulkar,3,MI,20212000000,,2025
Arjun Tendulkar,4,MI,20223000000,,2025
Arjun Tendulkar,5,MI,20233000000,,2025
Arjun Tendulkar,6,MI,20243000000,SOLD,2025
Arshad Khan,2,DC,10000000,,2025
Arshad Khan,1,GT,3000000,,2025
Arshad Khan,3,GT,11000000,,2025
Arshad Khan,5,GT,13000000,,2025
Arshad Khan,8,LSG,20242000000,SOLD,2025
Arshad Khan,6,MI,20222000000,,2025
Arshad Khan,7,MI,20232000000,,2025
Arshad Khan,4,PBKS,12000000,,2025
Arshad Khan,1,LSG,2000000,SOLD,2024
Arshin Kulkarni,1,LSG,3000000,SOLD,2025
Arshin Kulkarni,1,LSG,2000000,SOLD,2024
Aryan Juyal,1,LSG,3000000,SOLD,2025
Ashok Sharma,1,RR,3000000,SOLD,2025
Ashton Turner,1,LSG,10000000,SOLD,2024
Ashutosh Sharma,1,DC,3000000,,2025
Ashutosh Sharma,3,DC,34000000,,2025
Ashutosh Sharma,5,DC,38000000,SOLD,2025
Ashutosh Sharma,2,PBKS,32000000,,2025
Ashutosh Sharma,4,PBKS,36000000,,2025
Ashutosh Sharma,1,PBKS,2000000,SOLD,2024
Ashwani Kumar,1,MI,3000000,SOLD,2025
Atharva Taide,2,PBKS,20222000000,,2025
Atharva Taide,3,PBKS,20232000000,SOLD,2025
Atharva Taide,1,SRH,3000000,,2025
Avesh Khan,7,DC,20187000000,,2025
Avesh Khan,8,DC,20197000000,,2025
Avesh Khan,9,DC,20207000000,,2025
Avesh Khan,10,DC,20217000000,,2025
Avesh Khan,1,LSG,20000000,,2025
Avesh Khan,3,LSG,92500000,,2025
Avesh Khan,5,LSG,97500000,,2025
Avesh Khan,11,LSG,2.0221E+12,,2025
Avesh Khan,12,LSG,2.0231E+12,,2025
Avesh Khan,13,LSG,2.0241E+12,,2025
Avesh Khan,6,RCB,20171000000,,2025
Avesh Khan,2,RR,90000000,,2025
Avesh Khan,4,RR,95000000,,2025
Avesh Khan,14,RR,2.0241E+12,SOLD,2025
Avinash Singh,8,Kolkata Knight Riders,5500000,,2023
Avinash Singh,6,Kolkata Knight Riders,4500000,,2023
Avinash Singh,2,Kolkata Knight Riders,2500000,,2023
Avinash Singh,4,Kolkata Knight Riders,3500000,,2023
Avinash Singh,5,Royal Challengers Bengaluru,4000000,,2023
Avinash Singh,9,Royal Challengers Bengaluru,6000000,SOLD,2023
Avinash Singh,1,Royal Challengers Bengaluru,2000000,,2023
Avinash Singh,7,Royal Challengers Bengaluru,5000000,,2023
Avinash Singh,3,Royal Challengers Bengaluru,3000000,,2023
Azmatullah Omarzai,2,CSK,19000000,,2025
Azmatullah Omarzai,4,CSK,22000000,,2025
Azmatullah Omarzai,1,PBKS,15000000,,2025
Azmatullah Omarzai,3,PBKS,20000000,,2025
Azmatullah Omarzai,5,PBKS,24000000,SOLD,2025
Azmatullah Omarzai,1,GT,5000000,SOLD,2024
Ben Stokes,25,Rajasthan Royals,72500000,,2023
Ben Stokes,17,Rajasthan Royals,52500000,,2023
Ben Stokes,19,Rajasthan Royals,57500000,,2023
Ben Stokes,5,Rajasthan Royals,28000000,,2023
Ben Stokes,15,Rajasthan Royals,48000000,,2023
Ben Stokes,1,Rajasthan Royals,20000000,,2023
Ben Stokes,21,Rajasthan Royals,62500000,,2023
Ben Stokes,3,Rajasthan Royals,24000000,,2023
Ben Stokes,23,Rajasthan Royals,67500000,,2023
Ben Stokes,9,Rajasthan Royals,36000000,,2023
Ben Stokes,11,Rajasthan Royals,40000000,,2023
Ben Stokes,13,Rajasthan Royals,44000000,,2023
Ben Stokes,7,Rajasthan Royals,32000000,,2023
Ben Stokes,61,Chennai Super Kings,162500000,SOLD,2023
Ben Stokes,59,Chennai Super Kings,157500000,,2023
Ben Stokes,57,Chennai Super Kings,152500000,,2023
Ben Stokes,27,Sunrisers Hyderabad,77500000,,2023
Ben Stokes,33,Sunrisers Hyderabad,92500000,,2023
Ben Stokes,31,Sunrisers Hyderabad,87500000,,2023
Ben Stokes,45,Sunrisers Hyderabad,122500000,,2023
Ben Stokes,47,Sunrisers Hyderabad,127500000,,2023
Ben Stokes,35,Sunrisers Hyderabad,97500000,,2023
Ben Stokes,43,Sunrisers Hyderabad,117500000,,2023
Ben Stokes,49,Sunrisers Hyderabad,132500000,,2023
Ben Stokes,51,Sunrisers Hyderabad,137500000,,2023
Ben Stokes,37,Sunrisers Hyderabad,102500000,,2023
Ben Stokes,55,Sunrisers Hyderabad,147500000,,2023
Ben Stokes,39,Sunrisers Hyderabad,107500000,,2023
Ben Stokes,41,Sunrisers Hyderabad,112500000,,2023
Ben Stokes,53,Sunrisers Hyderabad,142500000,,2023
Ben Stokes,29,Sunrisers Hyderabad,82500000,,2023
Ben Stokes,38,Lucknow Super Giants,105000000,,2023
Ben Stokes,58,Lucknow Super Giants,155000000,,2023
Ben Stokes,36,Lucknow Super Giants,100000000,,2023
Ben Stokes,26,Lucknow Super Giants,75000000,,2023
Ben Stokes,32,Lucknow Super Giants,90000000,,2023
Ben Stokes,56,Lucknow Super Giants,150000000,,2023
Ben Stokes,24,Lucknow Super Giants,70000000,,2023
Ben Stokes,40,Lucknow Super Giants,110000000,,2023
Ben Stokes,30,Lucknow Super Giants,85000000,,2023
Ben Stokes,46,Lucknow Super Giants,125000000,,2023
Ben Stokes,42,Lucknow Super Giants,115000000,,2023
Ben Stokes,60,Lucknow Super Giants,160000000,,2023
Ben Stokes,34,Lucknow Super Giants,95000000,,2023
Ben Stokes,28,Lucknow Super Giants,80000000,,2023
Ben Stokes,44,Lucknow Super Giants,120000000,,2023
Ben Stokes,48,Lucknow Super Giants,130000000,,2023
Ben Stokes,54,Lucknow Super Giants,145000000,,2023
Ben Stokes,52,Lucknow Super Giants,140000000,,2023
Ben Stokes,50,Lucknow Super Giants,135000000,,2023
Ben Stokes,4,Royal Challengers Bengaluru,26000000,,2023
Ben Stokes,20,Royal Challengers Bengaluru,60000000,,2023
Ben Stokes,12,Royal Challengers Bengaluru,42000000,,2023
Ben Stokes,14,Royal Challengers Bengaluru,46000000,,2023
Ben Stokes,16,Royal Challengers Bengaluru,50000000,,2023
Ben Stokes,2,Royal Challengers Bengaluru,22000000,,2023
Ben Stokes,10,Royal Challengers Bengaluru,38000000,,2023
Ben Stokes,22,Royal Challengers Bengaluru,65000000,,2023
Ben Stokes,6,Royal Challengers Bengaluru,30000000,,2023
Ben Stokes,8,Royal Challengers Bengaluru,34000000,,2023
Ben Stokes,18,Royal Challengers Bengaluru,55000000,,2023
Bevon Jacobs,1,MI,3000000,SOLD,2025
Bhagath Varma,1,Chennai Super Kings,2000000,SOLD,2023
Bhuvneshwar Kumar,2,LSG,100000000,,2025
Bhuvneshwar Kumar,4,LSG,105000000,,2025
Bhuvneshwar Kumar,3,MI,102500000,,2025
Bhuvneshwar Kumar,1,RCB,20000000,,2025
Bhuvneshwar Kumar,5,RCB,107500000,,2025
Bhuvneshwar Kumar,6,SRH,2.01443E+11,,2025
Bhuvneshwar Kumar,7,SRH,2.01543E+11,,2025
Bhuvneshwar Kumar,8,SRH,2.01643E+11,,2025
Bhuvneshwar Kumar,9,SRH,2.01743E+11,,2025
Bhuvneshwar Kumar,10,SRH,2.01885E+11,,2025
Bhuvneshwar Kumar,11,SRH,2.01985E+11,,2025
Bhuvneshwar Kumar,12,SRH,2.02085E+11,,2025
Bhuvneshwar Kumar,13,SRH,2.02185E+11,,2025
Bhuvneshwar Kumar,14,SRH,2.02242E+11,,2025
Bhuvneshwar Kumar,15,SRH,2.02342E+11,,2025
Bhuvneshwar Kumar,16,SRH,2.02442E+11,SOLD,2025
Brydon Carse,1,SRH,10000000,SOLD,2025
Cameron Green,61,Delhi Capitals,162500000,,2023
Cameron Green,47,Delhi Capitals,127500000,,2023
Cameron Green,27,Delhi Capitals,77500000,,2023
Cameron Green,33,Delhi Capitals,92500000,,2023
Cameron Green,43,Delhi Capitals,117500000,,2023
Cameron Green,59,Delhi Capitals,157500000,,2023
Cameron Green,37,Delhi Capitals,102500000,,2023
Cameron Green,53,Delhi Capitals,142500000,,2023
Cameron Green,63,Delhi Capitals,167500000,,2023
Cameron Green,39,Delhi Capitals,107500000,,2023
Cameron Green,31,Delhi Capitals,87500000,,2023
Cameron Green,41,Delhi Capitals,112500000,,2023
Cameron Green,51,Delhi Capitals,137500000,,2023
Cameron Green,25,Delhi Capitals,72500000,,2023
Cameron Green,35,Delhi Capitals,97500000,,2023
Cameron Green,49,Delhi Capitals,132500000,,2023
Cameron Green,55,Delhi Capitals,147500000,,2023
Cameron Green,57,Delhi Capitals,152500000,,2023
Cameron Green,29,Delhi Capitals,82500000,,2023
Cameron Green,65,Delhi Capitals,172500000,,2023
Cameron Green,45,Delhi Capitals,122500000,,2023
Cameron Green,46,Mumbai Indians,125000000,,2023
Cameron Green,40,Mumbai Indians,110000000,,2023
Cameron Green,24,Mumbai Indians,70000000,,2023
Cameron Green,48,Mumbai Indians,130000000,,2023
Cameron Green,66,Mumbai Indians,175000000,SOLD,2023
Cameron Green,4,Mumbai Indians,26000000,,2023
Cameron Green,58,Mumbai Indians,155000000,,2023
Cameron Green,22,Mumbai Indians,65000000,,2023
Cameron Green,6,Mumbai Indians,30000000,,2023
Cameron Green,62,Mumbai Indians,165000000,,2023
Cameron Green,12,Mumbai Indians,42000000,,2023
Cameron Green,54,Mumbai Indians,145000000,,2023
Cameron Green,18,Mumbai Indians,55000000,,2023
Cameron Green,50,Mumbai Indians,135000000,,2023
Cameron Green,14,Mumbai Indians,46000000,,2023
Cameron Green,32,Mumbai Indians,90000000,,2023
Cameron Green,34,Mumbai Indians,95000000,,2023
Cameron Green,64,Mumbai Indians,170000000,,2023
Cameron Green,20,Mumbai Indians,60000000,,2023
Cameron Green,52,Mumbai Indians,140000000,,2023
Cameron Green,26,Mumbai Indians,75000000,,2023
Cameron Green,2,Mumbai Indians,22000000,,2023
Cameron Green,8,Mumbai Indians,34000000,,2023
Cameron Green,36,Mumbai Indians,100000000,,2023
Cameron Green,10,Mumbai Indians,38000000,,2023
Cameron Green,28,Mumbai Indians,80000000,,2023
Cameron Green,38,Mumbai Indians,105000000,,2023
Cameron Green,42,Mumbai Indians,115000000,,2023
Cameron Green,44,Mumbai Indians,120000000,,2023
Cameron Green,56,Mumbai Indians,150000000,,2023
Cameron Green,60,Mumbai Indians,160000000,,2023
Cameron Green,16,Mumbai Indians,50000000,,2023
Cameron Green,30,Mumbai Indians,85000000,,2023
Cameron Green,19,Royal Challengers Bengaluru,57500000,,2023
Cameron Green,9,Royal Challengers Bengaluru,36000000,,2023
Cameron Green,23,Royal Challengers Bengaluru,67500000,,2023
Cameron Green,13,Royal Challengers Bengaluru,44000000,,2023
Cameron Green,7,Royal Challengers Bengaluru,32000000,,2023
Cameron Green,17,Royal Challengers Bengaluru,52500000,,2023
Cameron Green,1,Royal Challengers Bengaluru,20000000,,2023
Cameron Green,15,Royal Challengers Bengaluru,48000000,,2023
Cameron Green,5,Royal Challengers Bengaluru,28000000,,2023
Cameron Green,11,Royal Challengers Bengaluru,40000000,,2023
Cameron Green,21,Royal Challengers Bengaluru,62500000,,2023
Cameron Green,3,Royal Challengers Bengaluru,24000000,,2023
Chetan Sakariya,1,KKR,5000000,SOLD,2024
Chris Woakes,1,KKR,20000000,,2024
Chris Woakes,9,KKR,36000000,,2024
Chris Woakes,7,KKR,32000000,,2024
Chris Woakes,3,KKR,24000000,,2024
Chris Woakes,11,KKR,40000000,,2024
Chris Woakes,5,KKR,28000000,,2024
Chris Woakes,6,PBKS,30000000,,2024
Chris Woakes,2,PBKS,22000000,,2024
Chris Woakes,4,PBKS,26000000,,2024
Chris Woakes,10,PBKS,38000000,,2024
Chris Woakes,12,PBKS,42000000,SOLD,2024
Chris Woakes,8,PBKS,34000000,,2024
Daniel Sams,1,Lucknow Super Giants,7500000,SOLD,2023
Darshan Nalkande,1,DC,3000000,,2025
Darshan Nalkande,5,GT,20222000000,,2025
Darshan Nalkande,6,GT,20232000000,,2025
Darshan Nalkande,7,GT,20242000000,SOLD,2025
Darshan Nalkande,2,PBKS,20193000000,,2025
Darshan Nalkande,3,PBKS,20203000000,,2025
Darshan Nalkande,4,PBKS,20213000000,,2025
Daryl Mitchell,31,DC,60000000,,2024
Daryl Mitchell,41,DC,80000000,,2024
Daryl Mitchell,17,DC,32000000,,2024
Daryl Mitchell,49,DC,96000000,,2024
Daryl Mitchell,19,DC,36000000,,2024
Daryl Mitchell,35,DC,68000000,,2024
Daryl Mitchell,47,DC,92000000,,2024
Daryl Mitchell,33,DC,64000000,,2024
Daryl Mitchell,51,DC,100000000,,2024
Daryl Mitchell,37,DC,72000000,,2024
Daryl Mitchell,1,DC,10000000,,2024
Daryl Mitchell,27,DC,52000000,,2024
Daryl Mitchell,5,DC,14000000,,2024
Daryl Mitchell,29,DC,56000000,,2024
Daryl Mitchell,15,DC,28000000,,2024
Daryl Mitchell,3,DC,12000000,,2024
Daryl Mitchell,39,DC,76000000,,2024
Daryl Mitchell,55,DC,110000000,,2024
Daryl Mitchell,13,DC,24000000,,2024
Daryl Mitchell,23,DC,44000000,,2024
Daryl Mitchell,11,DC,20000000,,2024
Daryl Mitchell,7,DC,16000000,,2024
Daryl Mitchell,53,DC,105000000,,2024
Daryl Mitchell,57,DC,115000000,,2024
Daryl Mitchell,9,DC,18000000,,2024
Daryl Mitchell,25,DC,48000000,,2024
Daryl Mitchell,45,DC,88000000,,2024
Daryl Mitchell,21,DC,40000000,,2024
Daryl Mitchell,43,DC,84000000,,2024
Daryl Mitchell,65,CSK,135000000,,2024
Daryl Mitchell,67,CSK,140000000,SOLD,2024
Daryl Mitchell,59,CSK,120000000,,2024
Daryl Mitchell,61,CSK,125000000,,2024
Daryl Mitchell,63,CSK,130000000,,2024
Daryl Mitchell,8,PBKS,17000000,,2024
Daryl Mitchell,48,PBKS,94000000,,2024
Daryl Mitchell,10,PBKS,19000000,,2024
Daryl Mitchell,14,PBKS,26000000,,2024
Daryl Mitchell,12,PBKS,22000000,,2024
Daryl Mitchell,54,PBKS,107500000,,2024
Daryl Mitchell,2,PBKS,11000000,,2024
Daryl Mitchell,36,PBKS,70000000,,2024
Daryl Mitchell,60,PBKS,122500000,,2024
Daryl Mitchell,38,PBKS,74000000,,2024
Daryl Mitchell,34,PBKS,66000000,,2024
Daryl Mitchell,52,PBKS,102500000,,2024
Daryl Mitchell,44,PBKS,86000000,,2024
Daryl Mitchell,64,PBKS,132500000,,2024
Daryl Mitchell,24,PBKS,46000000,,2024
Daryl Mitchell,40,PBKS,78000000,,2024
Daryl Mitchell,50,PBKS,98000000,,2024
Daryl Mitchell,26,PBKS,50000000,,2024
Daryl Mitchell,30,PBKS,58000000,,2024
Daryl Mitchell,6,PBKS,15000000,,2024
Daryl Mitchell,18,PBKS,34000000,,2024
Daryl Mitchell,66,PBKS,137500000,,2024
Daryl Mitchell,28,PBKS,54000000,,2024
Daryl Mitchell,16,PBKS,30000000,,2024
Daryl Mitchell,20,PBKS,38000000,,2024
Daryl Mitchell,46,PBKS,90000000,,2024
Daryl Mitchell,62,PBKS,127500000,,2024
Daryl Mitchell,4,PBKS,13000000,,2024
Daryl Mitchell,58,PBKS,117500000,,2024
Daryl Mitchell,32,PBKS,62000000,,2024
Daryl Mitchell,22,PBKS,42000000,,2024
Daryl Mitchell,42,PBKS,82000000,,2024
Daryl Mitchell,56,PBKS,112500000,,2024
David Miller,3,DC,70000000,,2025
David Miller,10,GT,2.0223E+11,,2025
David Miller,11,GT,2.0233E+11,,2025
David Miller,12,GT,2.0243E+11,,2025
David Miller,1,LSG,15000000,,2025
David Miller,5,LSG,75000000,,2025
David Miller,8,PBKS,2.0183E+11,,2025
David Miller,9,PBKS,2.0193E+11,,2025
David Miller,13,PBKS,2.01413E+12,,2025
David Miller,14,PBKS,2.01513E+12,,2025
David Miller,15,PBKS,2.01613E+12,,2025
David Miller,16,PBKS,2.01713E+12,SOLD,2025
David Miller,2,RCB,67500000,,2025
David Miller,4,RCB,72500000,,2025
David Miller,6,RR,20207500000,,2025
David Miller,7,RR,20217500000,,2025
David Wiese,1,Kolkata Knight Riders,10000000,SOLD,2023
David Willey,1,LSG,20000000,SOLD,2024
Deepak Chahar,2,CSK,85000000,,2025
Deepak Chahar,4,CSK,90000000,,2025
Deepak Chahar,6,CSK,20161000000,,2025
Deepak Chahar,7,CSK,20171000000,,2025
Deepak Chahar,8,CSK,20188000000,,2025
Deepak Chahar,9,CSK,20198000000,,2025
Deepak Chahar,10,CSK,20208000000,,2025
Deepak Chahar,11,CSK,20218000000,,2025
Deepak Chahar,12,CSK,2.02214E+12,,2025
Deepak Chahar,13,CSK,2.02314E+12,,2025
Deepak Chahar,14,CSK,2.02414E+12,SOLD,2025
Deepak Chahar,1,MI,20000000,,2025
Deepak Chahar,3,MI,87500000,,2025
Deepak Chahar,5,MI,92500000,,2025
Deepak Hooda,1,CSK,7500000,,2025
Deepak Hooda,3,CSK,15000000,,2025
Deepak Hooda,5,CSK,17000000,,2025
Deepak Hooda,10,LSG,2.02258E+11,,2025
Deepak Hooda,11,LSG,2.02358E+11,,2025
Deepak Hooda,12,LSG,2.02458E+11,SOLD,2025
Deepak Hooda,6,PBKS,20215000000,,2025
Deepak Hooda,2,SRH,14000000,,2025
Deepak Hooda,4,SRH,16000000,,2025
Deepak Hooda,7,SRH,2.01836E+11,,2025
Deepak Hooda,8,SRH,2.01936E+11,,2025
Deepak Hooda,9,SRH,2.02036E+11,,2025
Devdutt Padikkal,7,LSG,2.02478E+11,SOLD,2025
Devdutt Padikkal,1,RCB,20000000,,2025
Devdutt Padikkal,2,RCB,20192000000,,2025
Devdutt Padikkal,3,RCB,20202000000,,2025
Devdutt Padikkal,4,RCB,20212000000,,2025
Devdutt Padikkal,5,RR,2.02278E+11,,2025
Devdutt Padikkal,6,RR,2.02378E+11,,2025
Devon Conway,1,CSK,20000000,,2025
Devon Conway,3,CSK,57500000,,2025
Devon Conway,5,CSK,62500000,,2025
Devon Conway,6,CSK,2.0221E+11,,2025
Devon Conway,7,CSK,2.0231E+11,,2025
Devon Conway,8,CSK,2.0241E+11,SOLD,2025
Devon Conway,2,PBKS,55000000,,2025
Devon Conway,4,PBKS,60000000,,2025
Digvesh Singh,1,LSG,3000000,SOLD,2025
Dilshan Madushanka,16,MI,15000000,,2024
Dilshan Madushanka,10,MI,9500000,,2024
Dilshan Madushanka,22,MI,22000000,,2024
Dilshan Madushanka,30,MI,38000000,,2024
Dilshan Madushanka,12,MI,11000000,,2024
Dilshan Madushanka,26,MI,30000000,,2024
Dilshan Madushanka,2,MI,5500000,,2024
Dilshan Madushanka,6,MI,7500000,,2024
Dilshan Madushanka,24,MI,26000000,,2024
Dilshan Madushanka,4,MI,6500000,,2024
Dilshan Madushanka,18,MI,17000000,,2024
Dilshan Madushanka,8,MI,8500000,,2024
Dilshan Madushanka,20,MI,19000000,,2024
Dilshan Madushanka,28,MI,34000000,,2024
Dilshan Madushanka,32,MI,42000000,,2024
Dilshan Madushanka,14,MI,13000000,,2024
Dilshan Madushanka,34,MI,46000000,SOLD,2024
