player_id,player_name,bowling_type,bowling_hand,batting_type,batting_hand,date_of_birth,is_wicket_keeper,nationality
70456,Sandeep Khatri Chettri,Right-arm medium,R,Right-hand bat,R,,0,
70455,Dipendra Thapa,None,,Right-hand bat,R,24/01/02,1,
70454,Tek Rawat,None,,Right-hand bat,R,,0,
70453,Aditya Mehta,Right-arm medium,R,Right-hand bat,R,,0,
70452,Sachin Bhatt,Right-arm Leg-Break,R,Right-hand bat,R,,0,
70373,Kishanveer Kishanveer,Right-arm medium,R,Right-hand bat,R,,0,
70368,Priyanshu Barswal,Right-arm offbreak,R,Left-hand bat,L,29/11/02,0,India
70364,Sankalp Pathodiya,Right-arm medium,R,Right-hand bat,R,,0,
70356,Lincoln Lincoln,Right-arm offbreak,R,Right-hand bat,R,,0,
70354,Kshitiz Negi,Right-arm medium,R,Right-hand bat,R,,0,
70344,Aryan Garg,Left-arm medium,R,Right-hand bat,R,,0,
70343,Vikul Kousik,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
70341,Satyajeet Sabat,Right-arm medium,R,Right-hand bat,R,,0,India
70329,Raaz Yadav,Slow left-arm orthodox,L,Left-hand bat,L,,0,India
70326,Josef Behera,Right-arm medium,R,Right-hand bat,R,,0,India
70311,Aryan Kapoor,Right-arm Leg-Break,R,Right-hand bat,R,,0,
70310,Parvv Verma,Right-arm medium,R,Right-hand bat,R,,0,
70309,Adi Khan,Left-arm medium,R,Right-hand bat,R,,0,
70308,Rahul Devnath,Right-arm medium,R,Right-hand bat,R,,0,
70307,Binay Singh Rawat,Right-arm medium,R,Right-hand bat,R,,0,
70306,Vanshaj Chauhan,Right-arm medium,R,Right-hand bat,R,,0,
70305,Jatin Sharma,Slow left-arm orthodox,R,Right-hand bat,R,,0,
70304,Abhishek Dafouti,Right-arm Leg-Break,R,Right-hand bat,R,20/11/04,0,
70303,Bhavya Deep Singh,Right-arm medium,R,Right-hand bat,R,,0,
70302,Yash Chaudhary,Right-arm Leg-Break,R,Right-hand bat,R,,0,
70301,Krish Sharma,Right-arm medium,R,Right-hand bat,R,,0,
70300,Hardik Brahmbhatt,Right-arm medium,R,Right-hand bat,R,,0,
70299,Jagdish Singh Koshyari,Right-arm Fast,R,Right-hand bat,R,,0,
70298,Ayush Deswal,Right-arm medium,R,Right-hand bat,R,,0,
70297,Aniket Malik,Right-arm medium,R,Right-hand bat,R,01/05/01,0,
70296,Sumit Panwar,Right-arm Leg-Break,L,Right-hand bat,R,02/09/93,0,
70295,Ansh Tyagi,Right-arm offbreak,R,Right-hand bat,R,,0,
70294,Shobhit Sareen,Right-arm offbreak,R,Right-hand bat,R,,0,
70293,Rahul Rahul,Right-arm medium,R,Right-hand bat,R,,0,
70292,Gopal Singh,Right-arm offbreak,R,Right-hand bat,R,,0,
70291,Manu Kumar,Right-arm medium,R,Right-hand bat,R,,0,
70290,Shikhar Baliyan,Right-arm offbreak,R,Right-hand bat,R,,0,
70289,Aasham Gulati,Right-arm medium,R,Right-hand bat,R,,0,
70288,Hardik Chaudhary,Right-arm medium,R,Right-hand bat,R,,0,
70287,Abhishek Barthwal,Right-arm medium,R,Right-hand bat,R,29/03/04,0,
70286,Riyansh Rawat,Slow left-arm orthodox,L,Left-hand bat,L,,0,
70285,Lakshya Raichandani,Right-arm offbreak,R,Right-hand bat,R,,0,
70284,Allen Chetan,Right-arm offbreak,R,Left-hand bat,L,,0,
70283,Arnav Bhardwaj,Right-arm Leg-Break,L,Right-hand bat,R,,0,
70282,Aaryan Godiyal,Right-arm offbreak,R,Right-hand bat,R,,0,
70281,Sagar Ojha,Right-arm medium,R,Right-hand bat,R,12/08/02,0,
70280,Priyanshu Panwar,Right-arm offbreak,R,Right-hand bat,R,26/11/04,0,
70279,Daksh Arora,Left-arm medium,L,Left-hand bat,L,09/03/06,0,
70278,Mohammad Suhail,Right-arm Fast,R,Right-hand bat,R,,0,
70277,Shahanshah Alam,Right-arm fast-medium,L,Right-hand bat,R,25/05/01,0,
70276,Vikas Bhati,Right-arm offbreak,R,Right-hand bat,R,28/02/05,0,
70275,Tushar Nautiyal,Right-arm medium,R,Right-hand bat,R,,0,
70274,Piyush Kumar,Right-arm medium,R,Right-hand bat,R,,0,
70273,Vishal Kumar Saini,Right-arm medium,R,Right-hand bat,R,,0,
70272,Aakash Kumar,Right-arm medium,R,Right-hand bat,R,,0,
70271,Sangam Bajpai,Right-arm Fast,R,Right-hand bat,R,,0,
70270,Shivansh Gautam,Right-arm offbreak,R,Right-hand bat,R,,0,
70269,Tushar Kumar,Right-arm medium,R,Right-hand bat,R,,0,
70268,Abhishek Abhishek,Right-arm medium,R,Right-hand bat,R,,0,
70267,Ramanjot Singh,Right-arm Fast,R,Right-hand bat,R,,0,
70266,Ayush Rawat,Right-arm medium,R,Right-hand bat,R,28/04/08,0,
70265,Rishabh Sharma,Right-arm fast-medium,R,Right-hand bat,R,,0,
70264,Mohammad Uzair Malik,Right-arm Fast,R,Right-hand bat,R,16/03/12,0,
70263,Goldy Malik,Right-arm Fast,R,Right-hand bat,R,30/12/05,0,
70262,Siddharth Gupta,Right-arm medium,R,Right-hand bat,R,19/09/04,0,
70261,Pranjal Singh Raikwal,Slow left-arm orthodox,L,Left-hand bat,L,21/11/07,0,
70260,Yogesh Kandpal,None,,Right-hand bat,R,,0,
70259,Ritik Duhoon,Slow left-arm orthodox,L,Left-hand bat,L,05/11/05,0,
70258,Samarath Semwal,Right-arm offbreak,R,Left-hand bat,L,,0,
70211,Shivein Rakheja,Right-arm offbreak,R,Right-hand bat,R,03/09/04,0,India
70210,Rushil Shrivastava,Right-arm Leg-Break,R,Right-hand bat,R,22/07/03,0,India
70209,Reavan Preet Singh,Right-arm offbreak,R,Right-hand bat,R,,0,India
70208,Harjot Singh Dhawan,Right-arm Leg-Break,R,Right-hand bat,R,14/11/94,0,India
70207,Apram Virk,Right-arm offbreak,R,Right-hand bat,R,,0,India
70206,Rahul Uppal,Right-arm Fast,R,Right-hand bat,R,,0,India
70205,Jasan Jindal,Right-arm medium,R,Right-hand bat,R,14/02/03,0,India
70204,Arshnoor Singh,Right-arm Leg-Break,R,Right-hand bat,R,,0,
70203,Armaan Wadhwa,Right-arm Fast,R,Right-hand bat,R,12/11/04,0,
70202,Alam Alam,Right-arm medium,R,Right-hand bat,R,,0,
70201,Jaggi Jaggi,Slow left-arm orthodox,L,Right-hand bat,R,,0,India
70200,Happy Kulvir,Right-arm offbreak,R,Right-hand bat,R,05/11/96,0,India
70199,Vivek Gupta,Right-arm medium,R,Right-hand bat,R,,0,
70198,Sukhwinder Singh,Slow left-arm orthodox,L,Right-hand bat,R,01/09/96,0,India
70197,Saurabh Thakur,Right-arm medium,R,Right-hand bat,R,,0,
70196,Karteek Sharma,Right-arm offbreak,R,Left-hand bat,L,,0,India
70195,Delove Goyal,Right-arm medium,R,Left-hand bat,L,09/01/03,0,
70194,Asheesh Asheesh,Right-arm Fast,R,Right-hand bat,R,,0,India
70193,Varinder Viru,Right-arm Fast,R,Right-hand bat,R,,0,India
70192,Raman Malinga,Right-arm Fast,R,Right-hand bat,R,31/12/00,0,India
70191,Pardeep Jagraon,Right-arm Fast,R,Right-hand bat,R,,0,India
70190,Mehakjot Brar,Slow left-arm orthodox,L,Left-hand bat,L,,0,India
70189,Sukhreeb Singh,Right-arm offbreak,R,Right-hand bat,R,27/07/05,0,India
70188,Shabaj Singh,Right-arm medium,R,Right-hand bat,R,,0,India
70187,Jashanpreet Singh,Slow left-arm orthodox,L,Left-hand bat,L,17/04/03,0,
70186,Japji Japji,Right-arm offbreak,R,Right-hand bat,R,,0,India
70185,Damanpreet Singh,Slow left-arm orthodox,L,Left-hand bat,L,05/01/06,0,
70184,Bikramjeet Singh,Right-arm offbreak,R,Right-hand bat,R,,0,India
70183,Abhishek Singh,Right-arm medium,R,Right-hand bat,R,,0,
70182,Raj Yadav,Right-arm medium,R,Right-hand bat,R,,0,
70181,Md Sohail Khan,Right-arm medium,R,Right-hand bat,R,,0,
70179,Sarthak S Prakash,None,,Right-hand bat,R,02/10/06,0,
70178,Priyanshu Mohanty,Right-arm Fast,R,Right-hand bat,R,20/02/02,0,India
70177,Hemant Kumar Rathi,Right-arm medium,R,Right-hand bat,R,,0,
70176,Swayam Srivastav,Right-arm medium,R,Right-hand bat,R,,0,India
70175,Ayush K Barik,Slow left-arm orthodox,L,Left-hand bat,L,05/11/03,0,India
70174,Priya Ranjan Muduli,Right-arm medium,R,Right-hand bat,R,,0,
70173,Biswajit Pradhan,Right-arm offbreak,R,Right-hand bat,R,23/05/06,0,India
70172,Swoop Samit Bhuyan,Right-arm medium,R,Right-hand bat,R,23/10/04,0,
70171,Shovandeb Behera,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
70170,Md Danish,Right-arm medium,R,Right-hand bat,R,,0,India
70169,Saransh Kumar,Right-arm medium,R,Right-hand bat,R,,0,India
70168,Ayush Sutar,Right-arm offbreak,R,Right-hand bat,R,28/06/06,0,
70167,Piyush Ranjan Mantri,Right-arm medium,R,Right-hand bat,R,,0,
70166,Rudra Prasad Mallick,Right-arm medium,R,Right-hand bat,R,,0,
70165,Aditya K Jaysingh,Right-arm Fast,R,Right-hand bat,R,15/04/04,0,
70164,Surya Mohapatra,Right-arm medium,R,Right-hand bat,R,,0,India
70163,Udaya Jata,Right-arm medium,R,Right-hand bat,R,,0,India
70162,Soumya Ranjan Lenka,Right-arm medium,R,Left-hand bat,L,,0,India
70161,Panakala Moxit,Right-arm medium,R,Right-hand bat,R,,0,
70160,Soubhagya Ojha,Right-arm medium,R,Right-hand bat,R,28/07/06,0,
70159,Sayed Tuffel Ahmed,Slow left-arm orthodox,L,Right-hand bat,R,,0,India
70158,Abhishek Champati,Right-arm Fast,R,Right-hand bat,R,,0,India
70157,Vagesh Sharma,Right-arm medium,R,Right-hand bat,R,,0,India
70156,Sibun Nanda,Right-arm medium,R,Right-hand bat,R,06/09/06,0,
70155,Anurag Mallick,Slow left-arm orthodox,L,Left-hand bat,L,,0,
70154,Panakala Sasanka,Right-arm medium,R,Right-hand bat,R,14/05/06,0,India
70153,Md Azharuddin,Right-arm medium,R,Right-hand bat,R,,0,
70152,Swagat S Mishra,Right-arm offbreak,R,Right-hand bat,R,22/02/09,0,
70151,Abhineet K Pattnaik,Right-arm medium,R,Right-hand bat,R,22/11/08,0,
70150,Prayan Prantik Samal,Right-arm offbreak,R,Left-hand bat,L,03/01/09,0,India
70149,Subham Priyadarshi,Right-arm medium-fast,L,Right-hand bat,R,,0,
70148,Bivash Shaw,Right-arm offbreak,R,Left-hand bat,L,27/01/03,0,India
70129,Abhinav Singh,Slow left-arm orthodox,L,Left-hand bat,L,,0,India
70127,Vishnu Kumar Sharma,Slow left-arm orthodox,L,Left-hand bat,L,,0,India
70126,Karan Gola,Slow left-arm orthodox,L,Right-hand bat,R,,0,India
70125,Pawan Sharma,Right-arm medium,R,Right-hand bat,R,,0,India
70123,Gepal Taipodia,Right-arm medium,R,Right-hand bat,R,04/03/03,0,India
70122,Mingma Paffa,Right-arm medium,R,Right-hand bat,R,29/09/01,0,India
70121,Neil Timmers,Right-arm medium,R,Right-hand bat,R,,0,
70120,Janco Smit,Right-arm medium,R,Right-hand bat,R,,0,
70104,Angad Anand,Slow left-arm orthodox,R,Right-hand bat,R,,0,India
70077,Siddharth Tiwari,Right-arm medium,R,Right-hand bat,R,,0,India
70076,Nabam Rikam,Right-arm medium,R,Right-hand bat,R,,0,India
70072,Manoj Dhuriya,Right-arm medium,R,Right-hand bat,R,25/08/03,0,
70071,Devrath Jha,Slow left-arm orthodox,L,Left-hand bat,L,,0,
70068,Rapole Sai Santosh,Right-arm medium,R,Right-hand bat,R,,0,India
70067,Suraj Singh Rathore,Slow left-arm orthodox,L,Right-hand bat,R,,0,India
70058,Priyanshu Chaudhary,Right-arm offbreak,R,Right-hand bat,R,,0,India
70057,Yash Rana,Left-arm Fast,L,Left-hand bat,L,,0,India
70047,Nabam Remon,Right-arm medium,R,Right-hand bat,R,,0,India
69981,Vibhanshu Kumar,Right-arm offbreak,R,Right-hand bat,R,14/03/05,0,India
69935,Satyam Pandey,Slow left-arm orthodox,L,Left-hand bat,L,28/11/03,0,India
69934,Zia Ul Haq,Left-arm medium,L,Left-hand bat,L,13/01/06,0,
69933,Shakes Bhargava,Slow left-arm orthodox,L,Right-hand bat,R,02/11/04,0,India
69932,Passang Norbu,Right-arm Fast,R,Right-hand bat,R,07/04/07,0,India
69931,Amit Kumar,Right-arm Leg-Break,R,Right-hand bat,R,04/04/89,0,India
69930,Aman Pisa,Right-arm medium,R,Right-hand bat,R,01/01/05,0,India
69929,Ajit Kamra,Right-arm fast-medium,R,Right-hand bat,R,23/01/00,0,India
69928,Abhijeet Kumar Singh,Slow left-arm orthodox,L,Right-hand bat,R,02/11/05,0,
69927,Riba Tallang,Right-arm medium,R,Right-hand bat,R,15/03/98,0,
69926,Taying Siyum,Slow left-arm orthodox,L,Right-hand bat,R,08/08/05,0,India
69925,Shuhel Akhtar,Right-arm medium,R,Right-hand bat,R,27/09/00,0,India
69924,Rishi Sharma,Right-arm medium,R,Left-hand bat,L,20/10/05,0,India
69923,Baddula Sunil Yadav,Right-arm medium,R,Right-hand bat,R,27/02/00,0,India
69922,Varun Gupta,Right-arm medium,R,Right-hand bat,R,23/06/00,0,India
69921,Nitin Saini,Right-arm medium,R,Right-hand bat,R,10/07/07,0,
69920,Nabam Kama,Right-arm offbreak,R,Right-hand bat,R,24/11/01,0,India
69919,Gaurav Mishra,Right-arm medium,R,Right-hand bat,R,27/09/06,0,India
69918,Devnash Nagar,Right-arm medium,R,Right-hand bat,R,22/08/06,0,India
69917,Darge Bagra,Right-arm medium,R,Right-hand bat,R,30/03/01,0,India
69916,Dagbom Geyi,Right-arm medium,R,Right-hand bat,R,02/03/02,0,India
69915,Teli Radhe,Right-arm medium,R,Right-hand bat,R,02/02/06,0,India
69914,Tana Tara,Right-arm fast-medium,R,Right-hand bat,R,03/12/07,0,India
69913,Taba Kagu,Right-arm medium,R,Right-hand bat,R,21/12/96,0,India
69912,Shohrad Khan,Right-arm medium,R,Right-hand bat,R,10/12/06,0,India
69911,Shiva Kumar,Right-arm medium,R,Right-hand bat,R,09/07/06,0,
69910,Rupesh Mishra,Right-arm offbreak,R,Left-hand bat,L,09/07/01,0,India
69909,Vedant Yadav,Right-arm medium,R,Right-hand bat,R,28/03/08,0,India
69908,Saamant Jha,Right-arm Leg-Break,R,Right-hand bat,R,02/02/07,0,
69907,Pranjal Pranjal,Right-arm Leg-Break,R,Left-hand bat,L,12/05/97,0,India
69906,Gaurav Chaudhary,Right-arm medium,R,Right-hand bat,R,13/09/98,0,India
69905,Rahul Rahul,Right-arm medium,R,Right-hand bat,R,04/06/94,0,India
69904,Mohd Wasim,Right-arm medium,R,Right-hand bat,R,08/11/98,0,India
69903,Deepak Yadav,Slow left-arm orthodox,L,Left-hand bat,L,07/11/05,0,
69902,Sohit Tomar,Right-arm medium,R,Right-hand bat,R,11/09/99,0,India
69901,Likha Sonia,Right-arm offbreak,R,Right-hand bat,R,30/05/98,0,India
69900,Rahul Gupta,Right-arm medium,R,Right-hand bat,R,25/02/96,0,
69899,Techi Tiklee,Right-arm Leg-Break,R,Right-hand bat,R,15/03/02,0,India
69898,Tayum Niare,Right-arm medium,R,Right-hand bat,R,22/10/04,0,India
69897,Takar Muri,Right-arm Leg-Break,R,Right-hand bat,R,17/08/05,0,India
69896,Sachin Mourya,Right-arm Leg-Break,R,Right-hand bat,R,02/10/07,0,India
69895,Piyush Kumar,Right-arm Fast,R,Right-hand bat,R,31/08/04,0,India
69894,Techi Tania,Right-arm medium,R,Right-hand bat,R,11/02/03,0,India
69893,Rohit Ram,Right-arm medium,R,Right-hand bat,R,,0,India
69892,Yugvinder Saroha,Right-arm offbreak,R,Right-hand bat,R,12/05/00,0,India
69891,Pratam Mudgil,Right-arm offbreak,R,Right-hand bat,R,06/10/08,0,India
69890,Prasant Goswami,Right-arm offbreak,R,Right-hand bat,R,07/07/04,0,
69889,Mohot Singh Tanwar,Right-arm offbreak,R,Right-hand bat,R,02/11/98,0,India
69888,Chubing Chege,Right-arm medium-fast,R,Right-hand bat,R,05/09/06,0,India
69887,Abhishek Chaurasia,Right-arm medium,R,Right-hand bat,R,29/11/03,0,India
69886,Vidush Arora,Right-arm offbreak,R,Right-hand bat,R,19/01/97,0,India
69885,Shahrukh Khan,Right-arm medium,R,Right-hand bat,R,30/12/05,0,
69884,Nabam Totu,Right-arm medium,R,Right-hand bat,R,05/10/02,0,India
69883,Likha Tayum,Right-arm medium,R,Right-hand bat,R,06/11/03,0,India
69882,Kanishk Dalal,Right-arm medium,R,Right-hand bat,R,15/07/03,0,India
69881,Nich Mima,Right-arm medium,R,Right-hand bat,R,12/12/97,0,India
69880,Harsh Pandey,Right-arm medium,R,Right-hand bat,R,,0,India
69876,Techi Dol,Right-arm medium-fast,R,Right-hand bat,R,29/12/03,0,India
69875,Shubham Jhunjunwala,Right-arm offbreak,R,Right-hand bat,R,24/09/99,0,India
69874,Nabam Takar,Right-arm medium,R,Right-hand bat,R,12/05/06,0,
69873,Yadvendra Yadav,Right-arm medium,R,Right-hand bat,R,04/11/05,0,India
69872,Tai Magung,Right-arm medium,R,Right-hand bat,R,10/04/02,0,India
69871,Namendra Singh,Slow left-arm orthodox,L,Right-hand bat,R,13/02/02,0,India
69870,Nabam Abo Jnr,Right-arm Leg-Break,R,Right-hand bat,R,22/07/05,0,India
69869,Mahi Pal,Slow left-arm orthodox,L,Left-hand bat,L,14/08/05,0,India
69868,Amit Patel,Right-arm offbreak,R,Right-hand bat,R,,0,
69867,Yigam Pale,Right-arm medium,R,Right-hand bat,R,,0,India
69866,Kabak Yoki,Right-arm medium,R,Right-hand bat,R,,0,India
69865,Kabak Yakup,Right-arm medium,R,Right-hand bat,R,,0,
69864,Rajesh Rebi,Right-arm medium,R,Right-hand bat,R,,0,India
69863,Pavitra Rathore,Right-arm medium,R,Right-hand bat,R,,0,
69862,Techi Sania,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69861,Nabam India,Right-arm fast-medium,R,Right-hand bat,R,,0,India
69860,Gollo Aga,Right-arm offbreak,R,Right-hand bat,R,,0,
69859,Tnc Tassar,Right-arm medium,R,Right-hand bat,R,,0,India
69858,Techi Tarum,Right-arm offbreak,R,Right-hand bat,R,,0,India
69857,Himanshu Himanshu,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69856,Aditya Mukesh,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69855,Abhilash Shandilya,Right-arm medium,R,Right-hand bat,R,,0,
69853,Bishal Nag,Right-arm medium,R,Right-hand bat,R,,0,India
69852,Techi Tado,Left-arm medium,L,Left-hand bat,L,,0,India
69851,Taba Tatang,Right-arm medium,R,Right-hand bat,R,,0,India
69850,Chera Mapu,Right-arm medium,R,Right-hand bat,R,,0,India
69849,Penjor Mangal,Right-arm medium-fast,R,Right-hand bat,R,21/03/93,0,India
69848,Anuraj Sinha,Right-arm offbreak,R,Right-hand bat,R,,0,
69847,Yowa Topu,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69846,Likha Tatam,Right-arm medium,R,Right-hand bat,R,,0,India
69845,Deepak Kushwaha,Right-arm medium,R,Right-hand bat,R,,0,
69844,Ankit Pal,Right-arm offbreak,R,Right-hand bat,R,,0,India
69843,Toti Tasing,Right-arm medium,R,Right-hand bat,R,,0,India
69842,Shravan Kumar,Slow left-arm orthodox,L,Left-hand bat,L,,0,India
69841,Raju Yadav,Right-arm medium,R,Right-hand bat,R,,0,India
69840,Amit Sharma,Right-arm medium,R,Right-hand bat,R,,0,India
69839,Loli Yangfo,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69838,Tana Tagam,Right-arm medium,R,Right-hand bat,R,,0,India
69837,Takam Jacob,Right-arm medium,R,Right-hand bat,R,,0,India
69836,Nabam Ram,Right-arm medium,R,Right-hand bat,R,,0,India
69835,Dado Tachung,Right-arm offbreak,R,Right-hand bat,R,,0,India
69834,Bamang Chungya,Right-arm medium,R,Right-hand bat,R,,0,India
69833,Aryan Chaudhary,Right-arm medium,R,Right-hand bat,R,01/01/09,0,
69832,Ashish Yadav,Right-arm medium,R,Right-hand bat,R,,0,
69826,Aryan Choudhury,Slow left-arm orthodox,L,Right-hand bat,R,24/11/04,0,India
69825,Vaibhav Narang,Right-arm offbreak,R,Right-hand bat,R,25/05/91,0,
69823,Kartik Shandil,Right-arm medium,R,Right-hand bat,R,,0,
69822,Manish Saini,Right-arm medium,R,Right-hand bat,R,,0,
69821,Jagjeet Singh,Right-arm offbreak,R,Right-hand bat,R,01/01/90,0,
69820,Vishal Dhankar,Right-arm medium,R,Right-hand bat,R,,0,
69819,Raman Singh,Right-arm medium,R,Right-hand bat,R,11/03/96,0,India
69818,Rishab Rizvi,Right-arm medium,R,Right-hand bat,R,,0,India
69815,Ankur Sharma,Right-arm Fast,R,Right-hand bat,R,,0,India
69814,Deepak Rajput,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69813,Mohd Shibli,Right-arm Fast,R,Right-hand bat,R,,0,India
69809,Vipin Dhaka,Right-arm medium,R,Right-hand bat,R,09/04/96,0,India
69807,Teerath Singh,Right-arm Fast,R,Right-hand bat,R,22/12/02,0,India
69805,Kartik Siddhu,Right-arm Leg-Break,R,Right-hand bat,R,01/01/00,0,India
69801,Anmol Mathur,Slow left-arm orthodox,L,Right-hand bat,R,28/10/94,0,
69793,Ritesh Mallikarjuna Grandhi,Right-arm offbreak,R,Right-hand bat,R,05/04/01,0,India
69748,Siddharth Jain,Right-arm Leg-Break,R,Right-hand bat,R,,0,India
69739,Daniel Lategan,Right-arm offbreak,R,Left-hand bat,L,25/05/06,0,
69697,Yashjeet Yashjeet,Slow left-arm orthodox,L,Right-hand bat,R,09/09/00,0,India
69679,Rishabh Drall,Right-arm medium,R,Right-hand bat,R,26/02/00,0,
69458,P Venkata Siva Adithya Reddy,Right-arm medium-fast,R,Right-hand bat,R,07/10/05,0,
69451,Ishaan S,Right-arm Fast,R,Right-hand bat,R,01/01/00,0,
69402,S Punith,Slow left-arm orthodox,L,Left-hand bat,L,26/09/98,0,
69401,Vaibhav Sharma A,Left-arm Fast,L,Left-hand bat,L,07/11/06,0,
69399,Sanjay Kumar,Right-arm medium-fast,R,Right-hand bat,R,25/12/00,0,
69398,Madhava S Dharwadkar,Right-arm Leg-Break,R,Right-hand bat,R,08/06/05,0,
69397,Prajwal Pavan,None,,Right-hand bat,R,13/04/00,0,
69314,Velluri Kamalesh Siddharth,Right-arm medium-fast,R,Right-hand bat,R,11/06/02,0,
69312,Santosh Hatti,Right-arm medium-fast,R,Right-hand bat,R,30/11/03,0,
69279,MR Jayanth,Right-arm medium-fast,R,Right-hand bat,R,07/07/01,0,
69278,Lilan Rangana,Right-arm Leg-Break,R,Right-hand bat,R,,0,Sri Lanka
69224,Aayush Kumar,Right-arm offbreak,R,Right-hand bat,R,28/10/04,0,
69153,Prabhjot Singh,Right-arm Fast,R,Right-hand bat,R,13/02/02,0,
69130,Rishi Sharma,Right-arm Fast,R,Right-hand bat,R,09/06/04,0,
69128,Sumit Kumar Beniwal,Right-arm medium-fast,R,Right-hand bat,R,11/04/99,0,
69083,Naman Tiwari,Right-arm offbreak,R,Right-hand bat,R,26/01/03,0,
69082,Rishabh Rana,None,,Right-hand bat,R,05/12/02,0,
68955,Senitha Yugath Halambage,Right-arm offbreak,R,Left-hand bat,L,12/09/04,0,
68894,Rishabh Rana,Right-arm offbreak,R,Right-hand bat,R,07/06/03,0,
68893,Puneet Chahal,Right-arm Leg-Break,R,Right-hand bat,R,15/11/95,0,
68892,Dev Rishit,Right-arm offbreak,R,Right-hand bat,R,03/08/09,0,
68882,Parth Kumar Bali,Right-arm offbreak,R,Right-hand bat,R,26/10/02,0,
68817,Abdul Salman Khan,Right-arm Leg-Break,R,Right-hand bat,R,,0,Saudi Arabia
68746,Pranav Chopra,Right-arm offbreak,R,Left-hand bat,L,15/12/06,0,India
68595,T Harsha Sai Sathvik,Right-arm medium,R,Right-hand bat,R,,0,
68594,Thanneeru Bharath,Right-arm medium,R,Right-hand bat,R,,0,
68593,S Sooraj Varma,Right-arm medium,R,Right-hand bat,R,,0,
68592,G Sai Venkata Sumith,Left-arm Fast,R,Right-hand bat,R,,0,
68591,Gds Suresh Kumar,Slow left-arm orthodox,R,Right-hand bat,R,,0,
68590,Makki Toshith Yadav,Right-arm medium-fast,R,Right-hand bat,R,,0,
68589,Cp Venkatesh,Right-arm medium,R,Right-hand bat,R,,0,
68588,J Jai Chander Kesav,Right-arm medium,R,Right-hand bat,R,,0,
68587,Ms Samanyu Datta,Right-arm medium,R,Right-hand bat,R,,0,
68586,Kancherla Anand Josiah,Right-arm medium,R,Right-hand bat,R,,0,
68585,Merapala Yuvaraju,Right-arm medium,R,Right-hand bat,R,,0,
68584,V Pradhneesh Sai,Right-arm medium,R,Right-hand bat,R,,0,
68583,Marthala Dhanush,Right-arm medium,R,Right-hand bat,R,,0,
68582,T Dheeraj Reddy,Right-arm Leg-Break,R,Right-hand bat,R,,0,
68581,S Sai Pranav Chandra,Left-arm Fast,R,Right-hand bat,R,,0,
68580,M Vasu Deva Raju,Right-arm medium,R,Right-hand bat,R,,0,
68579,Nakkala Manoj Kumar,Right-arm medium,R,Right-hand bat,R,,0,
68578,K Satya Sai Sathwik,Right-arm medium,R,Right-hand bat,R,,0,
68577,Kss Jayanth,Right-arm medium,R,Right-hand bat,R,,0,
68576,S Bhargav Mahesh,Right-arm medium,R,Right-hand bat,R,,0,
68575,Jajula Vishnu Datta,Right-arm medium,R,Right-hand bat,R,,0,
68574,O Bhaswanth Krishna,Right-arm medium,R,Right-hand bat,R,,0,
68573,Patnala Bhuvaneswar Rao,Right-arm Fast,R,Right-hand bat,R,,0,
68572,Challarapu Siva,Slow left-arm orthodox,R,Right-hand bat,R,,0,
68571,A Sasank Srivats,Right-arm medium,R,Right-hand bat,R,,0,
68570,Kb Ram Durgesh Naidu,Right-arm Leg-Break,R,Right-hand bat,R,,0,
68569,Chittineni Srihith,Right-arm medium,R,Right-hand bat,R,,0,
68568,Vinnakota Jayanth Sai,Right-arm medium,R,Right-hand bat,R,,0,
68567,Ganta Adarsh,Right-arm medium,R,Right-hand bat,R,,0,
68566,Maribasava Chandrashekhar Gowda,Left-arm Fast,R,Right-hand bat,R,,0,
68565,Sahil Sharma,Right-arm medium,R,Right-hand bat,R,,0,
68564,Shamanth SM,Right-arm medium,R,Right-hand bat,R,,0,
68563,Yash Raj Punja,Right-arm medium,R,Right-hand bat,R,,0,
68562,Nithin Shanthaveri Nagaraja,Right-arm medium,R,Right-hand bat,R,,0,
68561,Vijayaraj B,Right-arm medium,R,Right-hand bat,R,,0,India
68560,Younus Baig,Right-arm medium,R,Right-hand bat,R,31/07/01,0,
68559,Harshvardhan Khuba,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
68558,Ishaan S,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
68557,Siddharth Akhil,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
68556,Sireesh Balgar,Right-arm medium,R,Right-hand bat,R,,0,
68555,Prakar Chaturvedi,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
68554,James Feldman,Right-arm medium,R,Right-hand bat,R,13/06/07,0,England
68543,Anugrah Latwal,Right-arm medium,R,Right-hand bat,R,12/01/04,0,
68508,Buyanda Majola,Right-arm Fast,R,Left-hand bat,L,10/08/07,0,South Africa
68505,JJ Basson,Left-arm medium-fast,L,Left-hand bat,L,07/04/08,0,South Africa
68488,Ijaz Mihri,Right-arm medium,R,Right-hand bat,R,,0,
