player_id,player_name,bowling_type,bowling_hand,batting_type,batting_hand,date_of_birth,is_wicket_keeper,nationality
49811,Fazaruddin Ahmed,Right-arm offbreak,R,Right-hand bat,R,07/03/87,0,India
49805,Mukut Kalita,Right-arm Leg-Break,R,Right-hand bat,R,30/11/81,0,India
49803,Mrigen Talukdar,Right-arm medium,R,Right-hand bat,R,28/12/84,0,India
49715,Sahim Hasan,Right-arm medium,R,Left-hand bat,L,03/12/96,0,
49691,Ranjit Kumar,Slow left-arm orthodox,L,Right-hand bat,R,07/04/06,0,Nepal
49684,Divansh Rawat,Right-arm Fast,R,Right-hand bat,R,18/09/05,0,India
49682,Ritik Vats,Right-arm Leg-Break,R,Right-hand bat,R,01/10/02,0,Nepal
49677,Samarth Seth,Right-arm Leg-Break,R,Left-hand bat,L,10/01/02,0,India
49674,Shivam Gupta,Right-arm offbreak,R,Right-hand bat,R,10/04/00,0,India
49670,Vansh Bedi,Right-arm medium,R,Right-hand bat,R,23/12/02,0,India
49666,Tarun Bisht,Right-arm medium,R,Right-hand bat,R,01/01/00,0,Nepal
49665,Prince Choudhary,Right-arm Leg-Break,R,Right-hand bat,R,29/09/99,0,India
49645,Noorul Hadi,None,,Right-hand bat,R,26/02/02,0,Afghanistan
49626,Puneet Rajkumar Tripathy,Right-arm offbreak,R,Right-hand bat,R,25/02/93,0,India
49613,Saharsh Shwethan,Right-arm medium,R,Right-hand bat,R,19/12/07,0,West Indies
49588,Muhammad Nadeem,Slow left-arm orthodox,L,Right-hand bat,R,20/02/94,0,United Arab Emirates
49582,Ibrar Ahmed,Right-arm Fast,R,Right-hand bat,R,03/04/04,0,Pakistan
49421,Ram Chouhan,Right-arm offbreak,R,Left-hand bat,L,28/03/99,0,India
49385,Wahidullah Zadran,Right-arm offbreak,R,Right-hand bat,R,15/11/07,0,Afghanistan
49374,Pratik Kumar,Left-arm medium,R,Right-hand bat,R,24/11/96,0,
49369,Mayank Choudhary,Right-arm offbreak,R,Right-hand bat,R,14/05/01,0,
49343,Mayank Kumar,Slow left-arm orthodox,L,Right-hand bat,R,20/10/01,0,India
49341,Vineet Rawat,Right-arm medium-fast,,Right-hand bat,R,10/05/97,0,
49268,Sohaib Khan,Right-arm medium,R,Right-hand bat,R,05/06/98,0,India
49265,Ahmed Tariq,Right-arm offbreak,R,Right-hand bat,R,26/04/05,0,Pakistan
49260,Shahab Khan,Left-arm medium,L,Left-hand bat,L,01/01/00,0,Pakistan
49257,Israr Hussain,Left-arm medium,L,Left-hand bat,L,03/03/05,0,Pakistan
49254,Adil Naz,Right-arm medium,R,Right-hand bat,R,,0,Pakistan
49243,Joydeb Deb,Right-arm Leg-Break,R,Right-hand bat,R,30/12/97,0,India
49226,Hassan Nawaz,Right-arm offbreak,R,Right-hand bat,R,,0,
49027,Bevon Jacobs,Right-arm medium,R,Right-hand bat,R,06/05/02,0,New Zealand
49008,Umair Afridi,Left-arm medium,L,Left-hand bat,L,10/07/97,0,Pakistan
49003,Hasan Nawaz,Right-arm offbreak,R,Right-hand bat,R,21/08/02,0,Pakistan
49001,Hunain Shah,Right-arm medium,R,Right-hand bat,R,04/02/04,0,Pakistan
48966,Dhyanjyoti Bora,Right-arm medium-fast,R,Right-hand bat,R,19/02/05,0,India
48959,AK Chettri,Right-arm medium,R,Left-hand bat,L,27/10/02,0,India
48957,Bijay Prasad,Right-arm medium,R,Right-hand bat,R,05/09/02,0,India
48956,Bhim Luitel,Right-arm medium,R,Right-hand bat,R,16/02/01,0,India
48954,Devendra Kunwar,Right-arm offbreak,R,Right-hand bat,R,01/12/95,0,India
48953,Danish Malewar,Right-arm Leg-Break,R,Right-hand bat,R,08/10/03,0,India
48950,Vikrant Rana,Right-arm medium,R,Right-hand bat,R,11/08/99,0,India
48949,Dheeru Singh,Right-arm medium,R,Right-hand bat,R,03/03/98,0,India
48948,Vedant Bhardwaj,None,,Right-hand bat,R,25/09/98,0,
48947,Sumit Mathur,Slow left-arm orthodox,L,Left-hand bat,L,26/11/81,0,India
48946,Himanshu Singh,Right-arm Leg-Break,R,Right-hand bat,R,23/09/97,0,India
48944,Priyangshu Singh,Right-arm offbreak,R,Right-hand bat,R,09/01/02,0,India
48941,Krishna Karmakar,Right-arm medium,R,Left-hand bat,L,26/01/05,0,India
48936,Sanjib Dutta,Right-arm Leg-Break,R,Right-hand bat,R,18/02/89,0,India
48892,Arpit Rana,Right-arm offbreak,R,Left-hand bat,L,15/11/03,0,India
48885,Kelon Lynch,Right-arm offbreak,R,Left-hand bat,L,09/03/94,0,West Indies
48873,Jayden Kent,Left-arm medium,L,Left-hand bat,L,03/12/06,0,West Indies
48872,Jason Persaud,Right-arm offbreak,R,Right-hand bat,R,26/08/87,0,West Indies
48856,Rakesh Das,Right-arm medium-fast,R,Right-hand bat,R,25/12/02,0,India
48852,Sebastian Morgan,Right-arm fast-medium,R,Right-hand bat,R,29/08/07,0,England
48830,Prithwirup Choudhury,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48829,Prakhar Mundra,None,,Right-hand bat,R,19/07/07,0,India
48828,Mahadananda Borah,Right-arm offbreak,R,Right-hand bat,R,28/01/07,0,India
48827,Devraj Sharma,Right-arm offbreak,R,Right-hand bat,R,24/01/07,0,India
48823,Himanshu Saraswati,Slow left-arm orthodox,L,Left-hand bat,L,06/10/05,0,India
48820,Sameer Dewra,Right-arm offbreak,R,Right-hand bat,R,19/11/05,0,India
48819,Wasim Sahil Saikia,Right-arm medium,R,Right-hand bat,R,20/08/04,0,India
48816,Rajib Das,Slow left-arm orthodox,L,Right-hand bat,R,27/12/06,0,India
48815,Prince Thakur,Right-arm medium,R,Right-hand bat,R,02/10/04,0,India
48813,Varun Jajodia,Right-arm medium,R,Right-hand bat,R,13/07/06,0,India
48811,Debanuj Goswami,Right-arm medium,R,Right-hand bat,R,20/10/03,0,India
48810,Akash Basfor,Right-arm offbreak,R,Left-hand bat,L,30/12/04,0,India
48805,Rajmoon Sarmah,Right-arm medium-fast,R,Right-hand bat,R,04/06/98,0,India
48804,Arpit Bhatewara,Right-arm medium,R,Right-hand bat,R,02/01/94,0,India
48803,Avijit Roy,Right-arm offbreak,R,Left-hand bat,L,19/02/87,0,India
48801,Rangajyoti Khargoria,Slow left-arm orthodox,L,Left-hand bat,L,03/05/02,0,India
48799,Victor Kashyap,Right-arm medium,R,Right-hand bat,R,15/02/07,0,India
48798,Bonojit Adhikari,Right-arm medium,R,Right-hand bat,R,25/12/05,0,India
48797,Piyush Kamati,Right-arm medium,R,Left-hand bat,L,25/09/06,0,India
48796,Nishchay Sharma,Slow left-arm orthodox,L,Right-hand bat,R,22/07/04,0,India
48795,Kangkan Talukdar,Right-arm Leg-Break,R,Right-hand bat,R,27/12/02,0,India
48794,Yuvraj Tewari,Right-arm offbreak,R,Right-hand bat,R,01/07/04,0,India
48783,Mudit Bajaj,Right-arm medium,R,Left-hand bat,L,03/11/07,0,India
48780,Aman Singh,Right-arm medium,R,Right-hand bat,R,07/12/05,0,India
48771,Vedant Pandey,Right-arm Leg-Break,R,Right-hand bat,R,26/12/99,0,India
48769,Atul Singh,Right-arm offbreak,R,Right-hand bat,R,27/02/01,0,India
48768,Himangshu Ramciary,Right-arm medium,R,Right-hand bat,R,01/05/01,0,India
48767,Pankaj Khadal,Right-arm offbreak,R,Right-hand bat,R,07/12/05,0,India
48766,Pankaj Rai,Right-arm medium-fast,R,Right-hand bat,R,10/04/06,0,India
48757,Abdul Nasir,Slow left-arm orthodox,L,Right-hand bat,R,23/07/08,0,Pakistan
48741,Rakesh Prasad,Right-arm medium,R,Right-hand bat,R,18/11/99,0,
48735,Haider Ali,Slow left-arm orthodox,L,Left-hand bat,L,05/07/94,0,United Arab Emirates
48606,Richie Looknauth,Right-arm offbreak,R,Right-hand bat,R,,0,West Indies
48605,Sumeet Gosain,Right-arm medium-fast,R,Right-hand bat,R,03/11/98,0,India
48575,Sahil Parakh,Right-arm medium,R,Left-hand bat,L,07/06/07,0,India
48572,Sreeraj Pattanaik,Left-arm medium,R,Right-hand bat,R,01/01/00,0,India
48571,Vikalp Tiwari,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48570,Anurag Kawade,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48569,Rudra Mayur Patel,Right-arm offbreak,R,Right-hand bat,R,26/12/05,0,India
48567,Lakshay Sehrawat,Right-arm Leg-Break,R,Right-hand bat,R,01/01/00,0,India
48566,Saranu Nishanth,Right-arm medium,R,Right-hand bat,R,03/03/05,0,India
48564,Pratham Jachak,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48563,Yashu Pradhan,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48560,Pratham Maheshwari,Right-arm medium,R,Right-hand bat,R,18/10/04,0,India
48557,Vignesh Puthur,Left-arm Chinaman,L,Right-hand bat,R,02/03/01,0,India
48556,Vikas Sharma,Right-arm medium,R,Right-hand bat,R,30/04/01,0,India
48555,Andre Siddharth,Right-arm medium,R,Right-hand bat,R,28/08/06,0,India
48554,Govind Pai,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48552,Varun Singh Bhuie,Slow left-arm orthodox,L,Right-hand bat,R,02/04/05,0,India
48551,Aravelly Avanish Rao,None,,Left-hand bat,L,02/06/05,0,India
48548,Nischith Pai,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48546,Saumy Pandey,Slow left-arm orthodox,L,Left-hand bat,L,04/11/04,0,India
48545,Ronit Patel,Right-arm medium,R,Left-hand bat,L,01/01/00,0,India
48543,Amanullah Kunari,Right-arm medium,R,Right-hand bat,R,,0,Afghanistan
48522,Khan Naushad,Right-arm medium,R,Right-hand bat,R,13/02/91,0,
48520,Aditya Rawat,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48510,Dharsh Murkute,Slow left-arm orthodox,R,Right-hand bat,R,01/01/00,0,
48505,Aaryaraj Nikam,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
48504,Ayush Mhatre,Right-arm offbreak,R,Right-hand bat,R,16/07/07,0,India
48503,Abhigyan Kundu,Right-arm medium,R,Left-hand bat,L,01/01/00,0,India
48501,Prem Devkar,Right-arm medium-fast,R,Right-hand bat,R,02/01/05,0,India
48500,Umar Khan,Right-arm offbreak,R,Right-hand bat,R,05/03/01,0,India
48499,Kush Kariya,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
48498,Akash Pawar,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
48424,Shubham Sharma,Left-arm medium,L,Left-hand bat,L,07/08/95,0,India
48407,Yamin Ahmadzai,Right-arm medium,R,Right-hand bat,R,25/07/92,0,Afghanistan
48405,Arab Gul,Right-arm Leg-Break,R,Right-hand bat,R,01/09/05,0,Afghanistan
48400,Samiullah Sarmast,Right-arm medium,R,Right-hand bat,R,01/01/00,0,Afghanistan
48397,Barakatullah Ibrahimzai,Right-arm Leg-Break,R,Right-hand bat,R,21/03/06,0,Afghanistan
48395,Mohammad Gul Alizai,Right-arm medium,R,Right-hand bat,R,01/01/40,0,Afghanistan
48394,Jawid Ahmadzai,None,,Right-hand bat,R,,0,Afghanistan
48390,Lalbaz Sinzai,Right-arm medium-fast,R,Right-hand bat,R,01/01/03,0,Afghanistan
48389,Ismat Habibi,Slow left-arm orthodox,L,Left-hand bat,L,01/01/40,0,Afghanistan
48388,Babar Khan,Right-arm Leg-Break,R,Right-hand bat,R,25/08/06,0,Afghanistan
48307,Siddharth Balodi,Right-arm medium,R,Right-hand bat,R,25/06/98,0,India
48306,Sagar Rana,Right-arm medium,R,Right-hand bat,R,23/11/00,0,India
48281,Anant Bharwad,None,,Right-hand bat,R,29/04/95,0,India
48278,Ubaid Shah,Right-arm medium-fast,R,Right-hand bat,R,05/02/06,0,Pakistan
48276,Muhammad Riazullah Ullah,Right-arm Leg-Break,R,Right-hand bat,R,20/06/05,0,
48273,Ali Raza,Right-arm medium-fast,R,Right-hand bat,R,18/03/08,0,Pakistan
48251,Greigor Caisley,Right-arm medium,R,Right-hand bat,R,21/04/77,0,Brazil
48142,Shykat Ali,Right-arm medium,R,Right-hand bat,R,19/12/93,0,Bangladesh
48126,Krishna Yadav,Right-arm offbreak,R,Right-hand bat,R,05/09/01,0,India
48023,Wahab Hassan,Slow left-arm orthodox,L,Left-hand bat,L,01/09/02,0,Pakistan
48020,Ayaan Misbah,Right-arm medium,R,Right-hand bat,R,03/04/09,0,United Arab Emirates
48019,Anv Lohith,Right-arm offbreak,R,Right-hand bat,R,01/01/00,0,
48016,P Reddy,Right-arm offbreak,R,Right-hand bat,R,07/10/04,0,
48013,A Ardrit,Right-arm offbreak,R,Right-hand bat,R,01/01/00,0,
48010,T Satwik,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47995,Tekkam Atchuth Hemanth Kumar,Slow left-arm orthodox,L,Left-hand bat,L,12/12/04,0,India
47993,Shamim Hassan,Right-arm medium,R,Right-hand bat,R,05/10/05,0,
47992,Bishnu Das,Right-arm medium,R,Right-hand bat,R,11/12/05,0,India
47991,Barunjyoti Malakar,Right-arm medium,R,Right-hand bat,R,20/12/06,0,India
47990,Shreeraj Goenka,Right-arm offbreak,R,Right-hand bat,R,04/05/06,0,India
47988,Abhishek Gupta,Right-arm medium,R,Right-hand bat,R,02/05/05,0,India
47986,Ronit Akhter,Right-arm offbreak,R,Right-hand bat,R,09/02/05,0,India
47983,Dipankar Paul,Right-arm offbreak,R,Right-hand bat,R,09/11/06,0,India
47981,Rajiv Lochan Das,Right-arm offbreak,R,Left-hand bat,L,03/04/07,0,
47980,Uttam Shah,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
47977,Sachin Hajari,Right-arm medium,R,Right-hand bat,R,16/11/05,0,
47974,Amit Kandaiburu,Right-arm medium,R,Right-hand bat,R,25/11/06,0,India
47961,Aditya Chowdhury,Right-arm offbreak,R,Right-hand bat,R,18/02/06,0,India
47955,Smit Rathva,Right-arm medium,R,Right-hand bat,R,14/03/07,0,
47951,Keshav Warke,Right-arm medium,R,Right-hand bat,R,16/09/05,0,
47947,Narayan Kartikey,Right-arm Leg-Break,R,Left-hand bat,L,31/10/04,0,
47933,Henil Patel,Right-arm medium-fast,R,Right-hand bat,R,28/02/07,0,
47929,Aayush Rajgor,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47924,Nitya Pandya,Right-arm medium,R,Left-hand bat,L,08/04/06,0,India
47923,Pavan Patel,Right-arm medium,R,Left-hand bat,L,09/01/06,0,
47922,Abhishek Swaminathan,Right-arm Fast,R,Right-hand bat,R,14/09/05,0,India
47921,Paras Kotwal,Right-arm medium,R,Left-hand bat,L,15/09/04,0,
47920,Utsavraj Chudasma,Slow left-arm orthodox,L,Right-hand bat,R,,0,
47919,Sosar Kakum,Right-arm medium,R,Right-hand bat,R,02/08/07,0,India
47918,Neelam Togum,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
47909,Joram Motu,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47906,Nara Weshi,Right-arm medium,R,Right-hand bat,R,12/12/04,0,
47890,Nabam Tajik,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47886,Mindu Tsering,Right-arm Leg-Break,R,Right-hand bat,R,30/08/05,0,
47879,Madhur Madhur,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
47874,Jatin Jatin,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47873,Rahul Gupta,Right-arm Leg-Break,,Right-hand bat,R,24/12/96,0,India
47872,Anmol Sharma,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
47867,Tanmay Latka,Right-arm Leg-Break,R,Right-hand bat,R,15/03/05,0,India
47864,Aaryan Verma,Right-arm medium,R,Right-hand bat,R,01/01/00,0,India
47863,Devang Kaushik,Slow left-arm orthodox,L,Left-hand bat,L,01/01/00,0,India
47860,Nishunk Birla,Slow left-arm orthodox,L,Right-hand bat,R,01/01/00,0,India
47848,Jashan Beniwal,Right-arm offbreak,R,Left-hand bat,L,28/09/05,0,India
47820,Mayank Jha,Right-arm offbreak,R,Right-hand bat,R,05/09/06,0,India
47818,Bhoirob De Sarkar,Right-arm offbreak,R,Right-hand bat,R,04/09/06,0,India
47815,Rohit Pradhan,Right-arm Leg-Break,R,Right-hand bat,R,05/09/06,0,India
47814,Mahipal Yadav,Right-arm medium,R,Right-hand bat,R,01/12/06,0,India
47813,Aniket Biswas,Right-arm medium,R,Right-hand bat,R,16/09/04,0,
47811,Siddharth Ghosh,Right-arm medium-fast,R,Right-hand bat,R,19/07/07,0,
47810,Aditya Roy,Right-arm medium,R,Right-hand bat,R,04/01/07,0,
47809,Dron Chatterjee,Right-arm Fast,R,Right-hand bat,R,16/10/06,0,
47808,Debarghya Rakshit,Right-arm medium,R,Right-hand bat,R,26/12/07,0,
47807,Soumyadip Manna,Right-arm medium,R,Right-hand bat,R,07/06/06,0,
47805,Ayush Sahai,Right-arm medium,R,Right-hand bat,R,03/09/06,0,India
47804,Jeet Thakur,Right-arm offbreak,R,Right-hand bat,R,29/08/06,0,India
47801,Ankush Sur,None,,Right-hand bat,R,21/01/06,0,India
47798,Sanjay Balmiki,None,,Right-hand bat,R,31/01/05,0,India
47797,Sumit Nag,None,,Right-hand bat,R,17/10/04,0,
47796,Rahul Prasad,Right-arm offbreak,R,Right-hand bat,R,13/10/04,0,India
47795,Chandrahas Dash,None,,Right-hand bat,R,11/09/06,0,India
47793,Milind Mondal,Slow left-arm orthodox,L,Left-hand bat,L,,0,India
47792,Yudhajit Guha,Right-arm medium,R,Right-hand bat,R,06/10/06,0,India
47787,Prateek Pandey,Left-arm medium,L,Left-hand bat,L,26/01/02,0,India
47786,Ravinder Negi,Right-arm medium-fast,R,Right-hand bat,R,20/06/02,0,India
47785,Prashant Bhati,Left-arm medium-fast,L,Right-hand bat,R,18/10/99,0,India
47784,Sepichem Chemdongse Jingru,Left-arm medium-fast,L,Left-hand bat,L,28/10/98,0,India
47783,Prashant Sai Painkra,Right-arm medium-fast,R,Right-hand bat,R,08/09/02,0,India
47782,Galpo Sherpa,Right-arm Leg-Break,R,Left-hand bat,L,23/01/96,0,India
47781,Kinara Rai,Right-arm medium,R,Right-hand bat,R,19/01/00,0,India
47780,Saurav Prasad,Right-arm offbreak,R,Right-hand bat,R,19/05/00,0,India
47779,Sankar Praad,Right-arm offbreak,R,Right-hand bat,R,04/07/99,0,India
47778,Pranesh Chettri,Right-arm medium,R,Right-hand bat,R,27/02/00,0,India
47777,Jyoti Bind,None,,Right-hand bat,R,26/08/88,0,India
47776,Shaunak Kulkarni,Right-arm medium,R,Right-hand bat,R,31/12/00,0,
47775,Soubhagya Sachikanta Rout,Right-arm medium-fast,R,Right-hand bat,R,07/05/99,0,
47774,Dipesh Parwani,Left-arm medium-fast,L,Left-hand bat,L,14/01/00,0,
47773,Vineet Dhankhar,Right-arm Leg-Break,R,Right-hand bat,R,03/05/04,0,India
47772,Jassinder Singh,Right-arm offbreak,R,Right-hand bat,R,14/12/96,0,
47771,Vikash Singh,Slow left-arm orthodox,L,Left-hand bat,L,18/10/99,0,India
47770,Sharman Nigrodh,Slow left-arm orthodox,L,Left-hand bat,L,28/03/05,0,India
47769,Paramjit Shyam Singh,Slow left-arm orthodox,L,Left-hand bat,L,06/10/02,0,India
47768,Nawaz Aftab Khan,Right-arm medium-fast,R,Right-hand bat,R,08/04/95,0,India
47765,Jay Abhale,Left-arm medium,R,Right-hand bat,R,05/02/00,0,
47764,Kunal Tarini Prasad Sarma,Right-arm offbreak,R,Right-hand bat,R,02/02/99,0,India
47763,Pradyun Kumar Saikia,Right-arm offbreak,R,Left-hand bat,L,17/01/03,0,
47760,Saksham Chaudhary,Right-arm medium-fast,R,Left-hand bat,L,15/09/99,0,India
47740,Jay Bhavsar,Slow left-arm orthodox,L,Right-hand bat,R,01/12/00,0,
47739,Divyanshu Yadav,Slow left-arm orthodox,L,Right-hand bat,R,01/08/02,0,India
47738,Avinash Thapa,Slow left-arm orthodox,L,Left-hand bat,L,28/12/96,0,India
47737,Tana Teti,Right-arm medium-fast,R,Right-hand bat,R,16/06/98,0,India
47736,Yorjum Sera,Right-arm medium,R,Left-hand bat,L,23/03/02,0,India
47735,Nabam Joshi,Right-arm offbreak,R,Right-hand bat,R,15/01/98,0,India
47734,Licha John,Right-arm medium,R,Right-hand bat,R,12/12/97,0,India
47733,Aprameya Vinaykumar Jaiswal,Right-arm offbreak,R,Right-hand bat,R,09/12/95,0,India
47732,Sitesh Kumar Das,Right-arm offbreak,R,Right-hand bat,R,17/11/96,0,India
47731,Ayush Awasthi,Right-arm offbreak,R,Right-hand bat,R,18/11/06,0,India
47730,Aryan Sahani,Right-arm medium-fast,R,Right-hand bat,R,21/06/07,0,India
47724,Jahandad Khan,Left-arm medium-fast,L,Left-hand bat,L,10/06/03,0,Pakistan
47721,Agni Dev Chopra,Right-arm offbreak,R,Left-hand bat,L,04/11/88,0,India
47711,Kishan Karki,Right-arm medium-fast,R,Right-hand bat,R,16/02/92,0,India
47710,Jeetendra Sharma,Right-arm medium-fast,R,Right-hand bat,R,12/12/96,0,India
47709,Mandar Kiran Mahale,Right-arm offbreak,R,Left-hand bat,L,17/11/00,0,India
47706,Pankaj Jaiswal,Left-arm medium-fast,L,Right-hand bat,R,19/10/89,0,
47705,Krishna Yadav,Right-arm offbreak,R,Right-hand bat,R,27/09/92,0,
47704,Gaurav Joshi,None,,Left-hand bat,L,11/04/99,0,India
47703,Bishal Roy,Right-arm offbreak,R,Right-hand bat,R,18/08/02,0,India
47702,Danveer Singh,Right-arm medium,R,Right-hand bat,R,27/08/02,0,
47694,Omid Rahman,Right-arm Fast,R,Right-hand bat,R,01/01/00,0,United Arab Emirates
47685,Muhammad Alam,None,,Right-hand bat,R,31/12/02,0,Pakistan
47626,Croman Zinyama,Left-arm medium,L,Right-hand bat,R,02/06/88,0,Zimbabwe
47623,Prithvi Madhu,Right-arm Leg-Break,R,Right-hand bat,R,23/08/07,0,India
47619,Madhav Manoj,Right-arm offbreak,R,Right-hand bat,R,10/02/07,0,India
47539,Deepak Bohara,Right-arm offbreak,R,Right-hand bat,R,19/06/05,0,
47535,Ibrahim Sharifi,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47531,Robert Sangma,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47530,Sengpan Sangma,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47529,Adarsh Joshi,Right-arm medium,R,Right-hand bat,R,10/07/99,0,
47528,Mewada Shylla,Right-arm medium,R,Right-hand bat,R,16/06/00,0,India
47527,Arien Sangma,Right-arm medium,R,Left-hand bat,L,01/02/99,0,India
47526,Sanvert Kurkalang,Right-arm medium-fast,R,Right-hand bat,R,19/08/92,0,India
47525,Junjun Sangma,Left-arm medium,L,Left-hand bat,L,14/06/98,0,India
47523,Aman Ra,Right-arm medium,R,Right-hand bat,R,22/06/04,0,India
47522,Rahul Radesh,Right-arm medium,R,Right-hand bat,R,28/01/03,0,
47521,Viki Saha,Right-arm offbreak,R,Right-hand bat,R,30/12/97,0,India
47514,Kashyap Bakhale,Right-arm Leg-Break,R,Right-hand bat,R,05/08/95,0,India
47513,Shubham Premanand Tari,Right-arm medium,R,Right-hand bat,R,01/06/01,0,India
47511,Ajit Yadav,Right-arm offbreak,L,Left-hand bat,L,01/04/02,0,
47509,Abhimanyu Singh,Right-arm offbreak,R,Right-hand bat,R,07/05/92,0,India
47492,Ali Asgar Shums,Slow left-arm orthodox,L,Left-hand bat,L,24/07/07,0,India
47489,Atta Rahmani,Right-arm Leg-Break,R,Right-hand bat,R,06/08/06,0,Afghanistan
47483,Shaurya Pratap,Right-arm offbreak,R,Right-hand bat,R,01/01/00,0,
47479,Ravneet Tanwar,Right-arm offbreak,R,Right-hand bat,R,27/07/03,0,India
47455,Awais Ahmed,Left-arm Fast,R,Left-hand bat,L,08/06/01,0,Pakistan
47452,Awais Shah,Slow left-arm orthodox,L,Left-hand bat,L,05/01/03,0,Pakistan
47450,Luqman Faisal,Right-arm Leg-Break,,Right-hand bat,R,23/03/01,0,Pakistan
47445,Yousuf Khan,Right-arm medium,R,Right-hand bat,R,23/12/05,0,Pakistan
47430,Satya Vikas Sharama,Left-arm Fast,L,Right-hand bat,R,24/11/99,0,India
47415,Takunda Manyama,Right-arm medium,R,Right-hand bat,R,25/09/03,0,
47414,Ryan Kamwemba,Right-arm medium,R,Right-hand bat,R,02/11/05,0,Zimbabwe
47412,Tafadzwa Mahachi,Right-arm medium,R,Right-hand bat,R,02/11/01,0,
47410,Usher Garwe,Right-arm medium,R,Right-hand bat,R,07/05/02,0,
47407,Tapiwanashe Mushope,Right-arm medium,R,Right-hand bat,R,12/03/05,0,
47406,Nigel Madzinga,Right-arm medium,R,Right-hand bat,R,01/01/00,0,Zimbabwe
47404,Brandon Sunguro,Right-arm offbreak,R,Right-hand bat,R,,0,Zimbabwe
47403,Newman Nyamhuri,Left-arm medium-fast,L,Right-hand bat,R,19/01/06,0,Zimbabwe
47402,Daniel Makatare,Right-arm medium,R,Right-hand bat,R,18/10/05,0,
47401,Arthur Nyakatsapa,Right-arm medium,R,Right-hand bat,R,02/10/04,0,
47400,Tanaka Mudozori,Right-arm offbreak,R,Right-hand bat,R,23/06/03,0,
47382,Isaac Danladi,Slow left-arm orthodox,L,Left-hand bat,L,04/09/02,0,
47380,Parivesh Pallav Dhar,Right-arm medium-fast,R,Right-hand bat,R,15/03/00,0,India
47372,Taimoor Bhatti,Right-arm Fast,R,Right-hand bat,R,11/12/95,0,
47371,Muhammad Zuhaib  Zubair,Right-arm Leg-Break,R,Right-hand bat,R,,0,Pakistan
47370,Aniket Verma,Right-arm medium,R,Right-hand bat,R,05/02/02,0,India
47369,Arpit Khare,Right-arm medium,R,Right-hand bat,R,25/10/02,0,
47368,Sagar Solanki,Slow left-arm orthodox,L,Left-hand bat,L,01/09/00,0,India
47364,Pawandeep Singh,Right-arm medium,R,Right-hand bat,R,04/07/92,0,India
47357,Yusuf Ebrahim Akalwaya,Right-arm medium,R,Right-hand bat,R,09/12/86,0,
47342,Steve Stolk,Right-arm medium,R,Right-hand bat,R,10/02/06,0,South Africa
47341,Mohammad Ahnaff,Right-arm medium,R,Right-hand bat,R,27/04/97,0,
47340,Karan Patel,Slow left-arm orthodox,L,Left-hand bat,L,06/03/98,0,India
47339,Utkarsh Tiwari,Right-arm Leg-Break,R,Right-hand bat,R,01/01/00,0,India
47337,Dev Singh,Right-arm Fast,R,Right-hand bat,R,06/11/03,0,India
47336,Anuj Tiwari,Right-arm offbreak,R,Left-hand bat,L,28/11/96,0,India
47335,Amitesh Pandey,Right-arm offbreak,R,Right-hand bat,R,17/11/99,0,India
47322,Aaditya Vardharajan,Right-arm medium,R,Right-hand bat,R,01/01/00,0,
47314,Wafiullah Tarakhil,Right-arm offbreak,R,Right-hand bat,R,31/03/07,0,Afghanistan
47283,Haider Razzaq,Right-arm medium,R,Right-hand bat,R,18/11/01,0,Oman
47259,Usmani Adeeb,None,,Right-hand bat,R,07/09/97,0,India
47244,Karan Patel,Slow left-arm orthodox,L,Right-hand bat,R,04/03/93,0,India
47238,MD Yousef,Slow left-arm orthodox,L,Left-hand bat,L,14/05/99,0,India
47236,Douglas Warran,Slow left-arm orthodox,L,Left-hand bat,L,,0,Australia
47050,Shamar Joseph,Right-arm Fast,R,Right-hand bat,R,31/08/99,0,West Indies
47044,Tayyab Abbas,Right-arm medium,R,Right-hand bat,R,06/09/94,0,Pakistan
47017,Mohammad Jnr,Left-arm medium-fast,L,Right-hand bat,R,20/01/01,0,Pakistan
47013,Arif Yaqoob,Right-arm Leg-Break,R,Right-hand bat,R,25/10/94,0,Pakistan
